stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
01011101,01011101,Ancona-Green,Ancona-Green,41.151684120907696,16.738663639527534,,,0,,,0,,
01011102,01011102,Ancona(c.Arcobaleno),Ancona(c.Arcobaleno),41.15157554188902,16.736194802886896,,,0,,,0,,
01011103,01011103,Ancona-Iqbal Masih,Ancona-Iqbal Masih,41.151433527662505,16.738448776142672,,,0,,,0,,
01069001,01069001,Capitaneo-Ranieri,Capitaneo-Ranieri,41.15435779611697,16.761331256798428,,,0,,,0,,
01069002,01069002,Capitaneo-Speranza,Capitaneo-Speranza,41.15603739848723,16.762051242759753,,,0,,,0,,
01069003,01069003,Capitaneo-Nazionale,Capitaneo-Nazionale,41.158174868376136,16.762200645824464,,,0,,,0,,
01069101,01069101,Capitaneo-Nazionale,Capitaneo-Nazionale,41.15825407802512,16.762127371545052,,,0,,,0,,
01069102,01069102,Capitaneo-Speranza,Capitaneo-Speranza,41.15615013209564,16.761867061271825,,,0,,,0,,
01069103,01069103,Capitaneo-Ranieri,Capitaneo-Ranieri,41.154716296505526,16.761345438324682,,,0,,,0,,
01075102,01075102,Capruzzi-Sorrentino,Capruzzi-Sorrentino,41.11714258457989,16.87125106602856,,,0,,,0,,
01087003,01087003,Caravella-Azalee,Caravella-Azalee,41.15908932605871,16.73754784808368,,,0,,,0,,
01087101,01087101,Caravella-Mimose,Caravella-Delle Mimose,41.15958495209894,16.737339751377185,,,0,,,0,,
01096001,01096001,str.Catino(Cimitero),str.Catino (Cimitero),41.15569775236896,16.73572420604155,,,0,,,0,,
01096002,01096002,strada Catino 22,strada Catino 22,41.158826476250944,16.740213820419626,,,0,,,0,,
01096003,01096003,str.Catino (Stadio),str.Catino (Stadio),41.152135775267425,16.734309780375185,,,0,,,0,,
01096101,01096101,str. Catino-Azalee,str. Catino-Azalee,41.15896557181061,16.74034707368893,,,0,,,0,,
01096102,01096102,str.Catino (Stadio),str.Catino (Stadio),41.152087490479474,16.734127315352588,,,0,,,0,,
01118101,01118101,Conenna I,Conenna I,41.10271991051022,16.935352588758242,,,0,,,0,,
01118102,01118102,Conenna II,Conenna II,41.10336133621717,16.932746542273794,,,0,,,0,,
01118103,01118103,Conenna III,Conenna III,41.10488128540288,16.932925009077028,,,0,,,0,,
01135001,01135001,Colombo 298,Colombo 298,41.16848839152897,16.735165215852128,,,0,,,0,,
01135002,01135002,Colombo-Pansini,Colombo-Pansini,41.16849327216955,16.739206782383246,,,0,,,0,,
01135003,01135003,Colombo-Malta,Colombo-Malta,41.16733478715558,16.743424526374554,,,0,,,0,,
01135101,01135101,Colombo-Marconi,Colombo-Marconi,41.16401912258873,16.748840389279078,,,0,,,0,,
01135102,01135102,Colombo-Savona,Colombo-Savona,41.166628340728124,16.747511067324506,,,0,,,0,,
01135103,01135103,Colombo-Dalmazia,Colombo-Dalmazia,41.16749201617122,16.745148414106833,,,0,,,0,,
01135104,01135104,Colombo-Pansini,Colombo-Pansini,41.168299851208694,16.740712339203274,,,0,,,0,,
01135105,01135105,Colombo-Harris,Colombo-Harris,41.16909985281055,16.734622562641896,,,0,,,0,,
01135C00,01135C00,Colombo (Lido),Colombo (Lido),41.16915760549668,16.73236598679283,,,0,,,0,,
01142001,01142001,Duca D'Aosta-Guelfi,Duca D'Aosta-Guelfi,41.15357109373391,16.768061260007723,,,0,,,0,,
01142002,01142002,Duca D'Aosta-Capita.,Duca D'Aosta-Capitaneo,41.15514236914981,16.768632449538732,,,0,,,0,,
01143001,01143001,D'Annunzio (Carcere),D'Annunzio (Carcere),41.13588035845682,16.778785673009466,,,0,,,0,,
01143002,01143002,D'Annunzio(Aeroport),D'Annunzio(Aeroporto),41.1402782412395,16.778699282212354,,,0,,,0,,
01143004,01143004,D'Annunzio (CPT),D'Annunzio (CPT),41.143980559570664,16.77877148048419,,,0,,,0,,
01143101,01143101,Aeronautica Militare,Aeronautica Militare,41.14668587770942,16.778487003751195,,,0,,,0,,
01143102,01143102,D'Annunzio(Aeroport),D'Annunzio(Aeroporto),41.140694771724554,16.778534342838135,,,0,,,0,,
01143105,01143105,D'Annunzio-Ferrari,D'Annunzio-Ferrari,41.13579551978654,16.778680255747922,,,0,,,0,,
01143106,01143106,D'Annunzio (CPT),D'Annunzio (CPT),41.14398857623463,16.778484692536317,,,0,,,0,,
01189001,01189001,Narcisi-Azalee,Narcisi-Azalee,41.1601177055351,16.739107814569195,,,0,,,0,,
01189101,01189101,Narcisi-Caravella,Narcisi-Caravella,41.160225834538444,16.739103819192568,,,0,,,0,,
01226001,01226001,Diaz-Renna,Diaz-Renna,41.15338767848441,16.7655417286046,,,0,,,0,,
01226002,01226002,Diaz-Duca D'Aosta,Diaz-Duca D'Aosta,41.15308781227378,16.76746985175296,,,0,,,0,,
01233001,01233001,Europa (P. Principi),Europa (P. Principi),41.13356388631133,16.778976475534503,,,0,,,0,,
01233101,01233101,Europa (P. Principi),Europa (P. Principi),41.13383451864359,16.77916130591996,072006,,0,,,0,,
01233102,01233102,Europa-P.co Principi,Europa-P.co Principi,41.134264486277296,16.779790887954153,,,0,,,0,,
01250001,01250001,Felicità (Mercato),Felicità (Mercato),41.14679047769273,16.73638854350188,,,0,,,0,,
01250101,01250101,Felicità (Mercato),Felicità (Mercato),41.147022149764005,16.737544895133304,,,0,,,0,,
01251001,01251001,Aeroporto,Aeroporto,41.133779587469874,16.763278272875304,,,0,,,0,,
01251C00,01251C00,Aeroporto,Aeroporto,41.134061054169166,16.764543420032144,,,0,,,0,,
01310002,01310002,Lealtà-Ancona,Lealtà-Ancona,41.150948136269754,16.736890137487595,,,0,,,0,,
01310102,01310102,Lealtà-Ancona,Lealtà-Ancona,41.15093892404864,16.736743231485455,,,0,,,0,,
01310C00,01310C00,Lealtà,Lealtà,41.1485910900052,16.73716673126806,,,0,,,0,,
01322101,01322101,Lozupone,Lozupone,41.14553482212676,16.738630175348945,,,0,,,0,,
01322102,01322102,Lozupone-Castellucci,Lozupone-Castellucci,41.147242807281195,16.740802290614724,,,0,,,0,,
01322103,01322103,Masih-Pisicchio,Masih-Pisicchio,41.147847602107014,16.741916624665542,,,0,,,0,,
01339001,01339001,Macchie (Vigna Re),Macchie (Vigna Re),41.148204037276074,16.7706892268613,,,0,,,0,,
01339002,01339002,Macchie I,Macchie I,41.1468904429546,16.771962498192657,,,0,,,0,,
01339003,01339003,Macchie II,Macchie II,41.146031338142606,16.775359519055268,,,0,,,0,,
01339004,01339004,Macchie III,Macchie III,41.14700907697335,16.777212923561326,,,0,,,0,,
01353001,01353001,Iqbal Masih (scuola),Iqbal Masih (scuola),41.14926512542611,16.73798542535784,,,0,,,0,,
